booking_date,travel_date,destination,package_type,booking_channel,quantity,booking_amount,discount_amount,booking_status,payment_method,agent_name,trip_duration_days,customer_type,city,state,country,age,registration_date,loyalty_tier,preferred_destination
2025-10-06,2025-10-14,Paris,Luxury,Agent,4,636,53,Pending,Card,Dana,14,Registered,New York,SG,UAE,40,2023-10-05,Silver,Tokyo
2024-06-20,2026-06-05,Dubai,Luxury,Agent,3,731,127,Pending,UPI,Bob,7,Guest,Paris,DXB,France,65,2023-11-25,Bronze,Sydney
2025-06-22,2026-05-10,Dubai,Premium,Mobile App,5,3262,102,Pending,Bank Transfer,Alice,5,Registered,Singapore,,USA,71,2025-02-09,Bronze,Bangkok
2025-04-07,2025-08-29,Dubai,Standard,Mobile App,4,1862,96,Pending,Card,Charlie,6,Registered,London,,USA,40,2025-02-20,Silver,Bangkok
2024-05-17,2025-03-28,London,Premium,Agent,3,894,58,Pending,Card,Dana,10,Registered,New York,,USA,47,2022-08-29,Gold,Bangkok
2025-03-12,2026-04-07,Dubai,Premium,Mobile App,3,2955,127,Cancelled,UPI,Dana,2,Guest,Dubai,IDF,USA,75,2024-08-10,Silver,Bangkok
2024-08-27,2025-09-29,Tokyo,Premium,Website,3,3818,128,Pending,Bank Transfer,Alice,14,Registered,Paris,DXB,France,66,2022-05-29,Bronze,Sydney
2024-04-10,2025-05-02,Tokyo,Premium,Website,5,2065,51,Cancelled,Card,Charlie,6,Registered,Paris,,UAE,68,2025-04-02,Gold,Rome
2024-07-14,2026-09-11,Paris,Luxury,Agent,5,2448,66,Completed,UPI,Charlie,7,Registered,Singapore,,USA,47,2022-10-01,Silver,Rome
2025-08-16,2026-11-03,Tokyo,Premium,Agent,5,3523,194,Completed,UPI,Bob,5,Registered,Paris,DXB,UK,66,2024-08-09,Gold,Sydney
2025-04-30,2025-08-28,Bangkok,Luxury,Agent,4,1919,184,Cancelled,UPI,Alice,7,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2025-03-03,2025-08-03,Dubai,Premium,Agent,1,3712,95,Completed,Bank Transfer,Bob,6,Registered,London,DXB,Singapore,63,2023-09-12,Gold,Tokyo
2025-05-26,2026-11-06,London,Premium,Website,4,279,108,Pending,UPI,Charlie,7,Registered,Dubai,SG,UK,57,2022-03-30,Gold,Rome
2025-08-04,2025-02-02,Paris,Standard,Mobile App,5,390,161,Pending,Bank Transfer,Dana,8,Registered,New York,SG,UAE,18,2022-10-23,Silver,Bangkok
2024-03-06,2026-07-02,Dubai,Standard,Mobile App,1,3400,84,Pending,UPI,Charlie,3,Registered,New York,DXB,France,20,2022-01-08,Silver,Bangkok
2025-11-22,2026-07-21,Paris,Standard,Agent,5,1054,125,Completed,Card,Bob,3,Registered,Singapore,NY,UAE,60,2025-04-10,Gold,Rome
2024-07-29,2025-08-27,London,Luxury,Agent,1,2525,116,Completed,UPI,Alice,4,Registered,Singapore,NY,Singapore,68,2022-03-26,Silver,Sydney
2025-02-04,2025-06-10,Tokyo,Standard,Agent,4,3565,122,Pending,Card,Dana,5,Registered,New York,DXB,UAE,39,2025-01-16,Silver,Sydney
2024-11-13,2026-03-19,Dubai,Standard,Agent,5,1884,79,Pending,Card,Dana,6,Registered,London,,Singapore,46,2022-10-15,Silver,Bangkok
2024-05-26,2026-04-02,Tokyo,Premium,Agent,2,260,134,Cancelled,Bank Transfer,Dana,9,Registered,Paris,,France,50,2024-09-27,Silver,Tokyo
2024-02-10,2025-04-04,London,Luxury,Mobile App,3,4919,179,Pending,UPI,Dana,11,Registered,London,,Singapore,37,2022-06-24,Bronze,Tokyo
2024-09-12,2025-07-03,Bangkok,Luxury,Mobile App,4,3600,98,Pending,Card,Alice,8,Guest,Paris,,France,33,2023-06-28,Silver,Bangkok
2024-09-02,2025-06-11,London,Luxury,Agent,3,557,170,Completed,Bank Transfer,Bob,9,Registered,Paris,NY,France,31,2024-06-27,Silver,Bangkok
2024-05-04,2026-01-13,Tokyo,Standard,Agent,3,4728,104,Cancelled,Card,Charlie,5,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2025-04-18,2025-01-28,Tokyo,Luxury,Agent,4,565,97,Cancelled,Bank Transfer,Dana,5,Guest,Dubai,IDF,Singapore,34,2022-02-22,Bronze,Bangkok
2024-01-11,2025-09-14,Tokyo,Luxury,Website,3,509,171,Pending,UPI,Dana,9,Registered,Dubai,,Singapore,59,2023-07-08,Gold,Sydney
2025-07-15,2026-11-04,Paris,Luxury,Mobile App,2,876,120,Cancelled,Card,Bob,2,Registered,Singapore,NY,UAE,42,2024-08-16,Gold,Rome
2024-06-30,2025-10-29,Tokyo,Luxury,Agent,4,1023,43,Completed,Bank Transfer,Alice,12,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2025-03-27,2026-01-02,Paris,Standard,Agent,1,1457,172,Pending,Card,Dana,13,Guest,Singapore,SG,France,43,2025-01-27,Bronze,Rome
2025-10-18,2026-11-10,Tokyo,Premium,Agent,3,4483,113,Completed,Bank Transfer,Alice,2,Registered,New York,IDF,UAE,35,2022-05-16,Bronze,Rome
2024-07-25,2025-09-13,London,Standard,Website,1,3291,4,Cancelled,Card,Alice,7,Registered,New York,IDF,UK,53,2022-05-03,Gold,Rome
2024-08-13,2025-04-09,Paris,Luxury,Website,1,717,106,Pending,Card,Charlie,7,Guest,Singapore,IDF,USA,74,2022-10-03,Silver,Tokyo
2025-10-01,2025-08-01,Bangkok,Premium,Mobile App,1,1752,59,Completed,Card,Charlie,7,Registered,Singapore,SG,UK,73,2022-05-23,Silver,Sydney
2025-02-15,2026-11-01,London,Standard,Mobile App,2,322,117,Completed,Card,Charlie,12,Guest,Paris,,France,33,2023-06-28,Silver,Bangkok
2024-02-14,2025-03-10,Paris,Premium,Mobile App,5,3222,127,Completed,Bank Transfer,Bob,6,Guest,Dubai,IDF,USA,75,2024-08-10,Silver,Bangkok
2025-10-08,2026-02-02,Paris,Premium,Website,3,2857,170,Cancelled,Card,Charlie,2,Guest,London,DXB,Singapore,28,2023-06-27,Gold,Sydney
2025-04-04,2026-01-27,Bangkok,Luxury,Agent,2,4992,128,Pending,Bank Transfer,Alice,5,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2024-11-12,2025-08-31,Dubai,Standard,Agent,1,1216,15,Completed,UPI,Dana,6,Registered,New York,DXB,USA,40,2023-12-06,Gold,Rome
2025-01-19,2025-07-29,Tokyo,Standard,Agent,5,1442,113,Pending,UPI,Bob,6,Registered,Paris,,France,50,2024-09-27,Silver,Tokyo
2025-06-17,2026-03-01,London,Standard,Website,3,524,87,Completed,Card,Alice,12,Registered,London,IDF,France,38,2025-01-11,Bronze,Bangkok
2025-09-14,2026-01-26,Bangkok,Premium,Website,4,2022,161,Completed,Card,Dana,3,Registered,New York,SG,UAE,40,2023-10-05,Silver,Tokyo
2025-10-11,2025-05-25,Paris,Standard,Website,2,626,151,Pending,Card,Bob,10,Guest,Singapore,IDF,USA,74,2022-10-03,Silver,Tokyo
2025-04-23,2025-11-15,Paris,Luxury,Website,2,3691,108,Completed,Bank Transfer,Bob,6,Registered,Singapore,,Singapore,24,2023-09-04,Gold,Bangkok
2025-04-04,2026-10-13,Paris,Premium,Mobile App,1,4922,92,Cancelled,UPI,Bob,9,Registered,Paris,,UK,27,2022-02-20,Bronze,Bangkok
2025-06-01,2026-09-17,Dubai,Standard,Mobile App,1,3662,195,Cancelled,UPI,Alice,14,Registered,Singapore,,UK,31,2024-09-18,Silver,Rome
2024-06-05,2026-07-21,Paris,Premium,Mobile App,4,4600,78,Cancelled,UPI,Dana,10,Registered,New York,DXB,UK,29,2024-11-26,Silver,Tokyo
2024-03-14,2025-12-08,Paris,Luxury,Mobile App,2,4139,39,Completed,Card,Alice,10,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2025-05-18,2026-02-19,Dubai,Premium,Agent,3,3265,98,Cancelled,UPI,Alice,8,Registered,New York,,France,21,2022-09-17,Gold,Sydney
2025-01-29,2026-08-03,Paris,Standard,Mobile App,3,1219,197,Pending,UPI,Dana,12,Guest,Dubai,IDF,UK,999,2023-12-29,Bronze,Rome
2024-02-29,2026-10-29,Dubai,Premium,Agent,2,3216,62,Cancelled,Card,Charlie,12,Registered,Singapore,,UAE,47,2024-01-30,Gold,Sydney
2025-11-12,2026-10-23,Paris,Premium,Agent,4,431,174,Completed,UPI,Bob,11,Registered,Paris,,USA,72,2024-07-20,Bronze,Bangkok
2024-01-13,2025-04-30,Tokyo,Luxury,Agent,4,1522,101,Pending,Bank Transfer,Alice,10,Registered,New York,IDF,UAE,63,2024-02-20,Silver,Bangkok
2024-06-18,2026-03-14,London,Luxury,Mobile App,5,3664,136,Pending,UPI,Charlie,13,Registered,London,DXB,Singapore,63,2023-09-12,Gold,Tokyo
2024-04-21,2026-10-14,Bangkok,Premium,Website,3,928,191,Completed,Bank Transfer,Dana,13,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2024-06-21,2026-05-19,Tokyo,Standard,Website,4,252,134,Cancelled,Bank Transfer,Charlie,13,Registered,Dubai,SG,Singapore,45,2025-01-27,Silver,Bangkok
2024-06-29,2026-01-19,Paris,Luxury,Website,2,1597,124,Completed,Bank Transfer,Alice,9,Registered,Dubai,SG,France,40,2024-07-18,Silver,Rome
2024-07-09,2025-07-25,Tokyo,Luxury,Website,2,1941,66,Cancelled,UPI,Alice,12,Registered,Singapore,SG,UAE,73,2022-11-01,Silver,Sydney
2024-10-27,2025-03-29,Dubai,Standard,Mobile App,1,853,87,Completed,Bank Transfer,Bob,9,Registered,Dubai,NY,Singapore,33,2025-03-31,Gold,Tokyo
2024-01-10,2025-03-04,London,Standard,Agent,5,1025,10,Completed,Card,Alice,8,Guest,Paris,IDF,UAE,22,2023-04-24,Silver,Bangkok
2024-09-29,2026-05-13,Dubai,Premium,Agent,4,4460,86,Cancelled,Bank Transfer,Charlie,7,Guest,Dubai,NY,USA,46,2022-12-07,Gold,Rome
2025-11-12,2026-02-13,Dubai,Luxury,Website,3,3159,84,Completed,Card,Dana,13,Registered,Paris,NY,France,40,2024-11-09,Silver,Rome
2024-01-27,2026-09-09,Tokyo,Luxury,Mobile App,2,1337,94,Cancelled,Bank Transfer,Dana,10,Registered,Dubai,DXB,Singapore,35,2023-10-23,Bronze,Tokyo
2024-01-04,2026-10-16,London,Standard,Agent,3,1739,11,Pending,UPI,Dana,5,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2025-02-13,2026-09-20,Tokyo,Premium,Mobile App,4,4169,168,Pending,Card,Dana,6,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2024-05-26,2026-06-17,Bangkok,Luxury,Agent,1,1798,32,Cancelled,Card,Charlie,12,Registered,New York,NY,France,68,2022-04-25,Silver,Rome
2024-06-21,2026-04-02,Tokyo,Premium,Agent,5,4024,61,Completed,Card,Bob,14,Registered,New York,,USA,47,2022-08-29,Gold,Bangkok
2024-04-18,2026-03-22,Tokyo,Standard,Mobile App,4,932,196,Cancelled,Card,Charlie,12,Registered,London,SG,France,51,2024-10-24,Silver,Bangkok
2025-11-12,2025-05-20,Bangkok,Luxury,Agent,4,1208,23,Pending,UPI,Bob,11,Registered,Singapore,NY,UK,58,2023-03-09,Silver,Tokyo
2025-10-21,2025-12-18,Dubai,Luxury,Agent,4,729,167,Pending,Bank Transfer,Dana,14,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2024-09-22,2025-04-29,London,Standard,Website,1,2031,87,Pending,Bank Transfer,Bob,13,Guest,Dubai,NY,UAE,32,2023-02-13,Silver,Rome
2025-01-11,2025-05-11,London,Premium,Agent,1,4892,79,Completed,Bank Transfer,Bob,8,Guest,New York,SG,UK,35,2024-09-21,Bronze,Bangkok
2025-01-08,2026-11-27,Paris,Luxury,Agent,5,2818,151,Completed,Card,Dana,2,Registered,Dubai,NY,USA,36,2023-03-30,Silver,Bangkok
2024-11-19,2025-05-29,London,Standard,Mobile App,4,3973,37,Pending,UPI,Bob,13,Registered,Singapore,DXB,UAE,66,2022-04-16,Bronze,Rome
2025-09-05,2025-11-24,London,Luxury,Agent,1,481,70,Pending,Bank Transfer,Dana,12,Registered,New York,,UK,73,2024-03-24,Gold,Rome
2024-10-25,2026-01-21,Tokyo,Premium,Website,2,4255,187,Completed,Bank Transfer,Alice,14,Registered,Dubai,,USA,37,2024-01-17,Bronze,Rome
2025-02-05,2025-11-03,Paris,Standard,Agent,4,4193,86,Cancelled,Bank Transfer,Dana,7,Registered,Paris,DXB,France,66,2022-05-29,Bronze,Sydney
2025-02-04,2025-03-15,Bangkok,Luxury,Mobile App,3,3406,178,Completed,Bank Transfer,Dana,3,Registered,New York,NY,Singapore,64,2023-03-17,Silver,Sydney
2025-08-17,2025-02-25,London,Premium,Agent,2,2849,147,Completed,UPI,Dana,6,Registered,London,,Singapore,46,2022-10-15,Silver,Bangkok
2024-08-11,2025-07-20,Tokyo,Premium,Agent,5,1918,26,Pending,Card,Dana,8,Registered,Dubai,NY,UAE,34,2024-07-20,Silver,Sydney
2024-02-27,2025-04-09,London,Premium,Website,1,1578,30,Pending,Bank Transfer,Charlie,11,Registered,Dubai,NY,Singapore,74,2025-02-23,Silver,Bangkok
2025-10-04,2026-02-18,Paris,Standard,Website,2,1417,101,Cancelled,UPI,Bob,12,Registered,Paris,,USA,64,2023-01-30,Silver,Tokyo
2025-11-17,2026-11-06,Tokyo,Premium,Agent,4,3275,70,Pending,Bank Transfer,Dana,7,Registered,Dubai,DXB,USA,75,2022-06-15,Silver,Bangkok
2024-04-29,2025-03-26,Tokyo,Premium,Agent,5,1183,57,Completed,Bank Transfer,Dana,6,Registered,London,,Singapore,56,2022-02-24,Gold,Bangkok
2025-08-30,2025-07-05,Dubai,Premium,Agent,4,974,76,Pending,Card,Alice,7,Registered,Singapore,,UAE,59,2022-07-22,Silver,Sydney
2024-07-08,2026-02-20,Tokyo,Premium,Agent,5,4603,200,Pending,UPI,Alice,10,Registered,New York,NY,USA,27,2022-11-24,Gold,Sydney
2025-10-29,2025-05-08,Paris,Luxury,Website,2,4615,153,Pending,Card,Alice,10,Guest,Dubai,NY,UK,50,2023-11-11,Bronze,Sydney
2024-05-05,2025-02-10,Paris,Luxury,Website,2,2774,22,Pending,UPI,Alice,3,Guest,New York,SG,UK,35,2022-04-04,Bronze,Rome
2024-11-01,2026-01-08,Bangkok,Standard,Mobile App,1,4346,63,Cancelled,Card,Charlie,12,Registered,New York,NY,UAE,40,2024-05-17,Silver,Sydney
2024-05-23,2026-08-14,Dubai,Luxury,Mobile App,5,3844,90,Pending,Bank Transfer,Bob,13,Registered,Singapore,DXB,UAE,21,2023-01-20,Gold,Rome
2024-08-30,2025-02-07,Paris,Standard,Mobile App,2,566,34,Pending,Bank Transfer,Bob,11,Registered,London,SG,UK,63,2023-10-01,Silver,Rome
2024-05-11,2026-09-30,Dubai,Standard,Agent,3,2472,66,Cancelled,Bank Transfer,Bob,8,Registered,Paris,IDF,UAE,35,2024-05-13,Silver,Tokyo
2024-09-17,2026-11-24,Dubai,Luxury,Website,5,882,52,Completed,Bank Transfer,Charlie,12,Registered,Dubai,DXB,UAE,39,2023-01-13,Bronze,Rome
2025-01-16,2026-08-01,Bangkok,Luxury,Website,4,1778,39,Cancelled,UPI,Dana,2,Registered,Paris,NY,France,31,2024-06-27,Silver,Bangkok
2024-03-20,2025-10-04,Tokyo,Luxury,Website,5,2227,104,Completed,UPI,Alice,7,Guest,Dubai,NY,USA,46,2022-12-07,Gold,Rome
2024-05-29,2025-08-20,London,Standard,Website,4,2438,56,Cancelled,Card,Alice,4,Registered,Singapore,DXB,UAE,18,2023-12-22,Silver,Sydney
2025-08-25,2026-05-17,Tokyo,Luxury,Mobile App,5,2711,72,Pending,UPI,Alice,2,Guest,Dubai,IDF,UAE,70,2025-01-31,Bronze,Sydney
2025-02-02,2025-07-05,London,Luxury,Agent,5,2805,141,Pending,UPI,Dana,11,Registered,Singapore,NY,UAE,60,2025-04-10,Gold,Rome
2024-01-10,2026-06-10,Paris,Luxury,Website,2,2322,96,Pending,Bank Transfer,Charlie,2,Registered,New York,NY,USA,43,2023-11-26,Bronze,Bangkok
2024-09-12,2026-11-26,Bangkok,Premium,Agent,4,3232,46,Cancelled,UPI,Dana,10,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2025-03-14,2026-06-18,Paris,Premium,Agent,1,2459,78,Cancelled,UPI,Alice,12,Registered,Paris,,UK,27,2022-02-20,Bronze,Bangkok
2024-09-02,2025-04-06,Paris,Luxury,Website,1,828,190,Cancelled,Bank Transfer,Dana,14,Registered,Singapore,,Singapore,24,2023-09-04,Gold,Bangkok
2025-11-24,2026-06-05,Paris,Premium,Mobile App,5,3673,175,Pending,Bank Transfer,Alice,8,Registered,London,,Singapore,56,2022-02-24,Gold,Bangkok
2024-01-08,2026-03-12,Bangkok,Luxury,Mobile App,2,1757,189,Pending,Bank Transfer,Alice,11,Registered,Singapore,DXB,UK,46,2023-07-24,Bronze,Bangkok
2025-11-21,2026-06-21,Paris,Standard,Website,3,1580,34,Pending,UPI,Alice,8,Guest,New York,SG,UK,35,2022-04-04,Bronze,Rome
2024-06-23,2026-01-18,Tokyo,Premium,Agent,2,3305,138,Completed,UPI,Charlie,9,Registered,New York,NY,UK,68,2023-09-22,Gold,Rome
2024-08-06,2025-01-03,Bangkok,Premium,Website,3,2368,164,Pending,Card,Dana,11,Registered,Dubai,DXB,UAE,33,2022-10-30,Gold,Tokyo
2024-12-30,2025-01-07,Bangkok,Premium,Mobile App,3,671,90,Completed,Card,Charlie,13,Guest,Paris,IDF,UAE,22,2023-04-24,Silver,Bangkok
2024-12-29,2025-01-10,Tokyo,Premium,Mobile App,2,3493,21,Pending,Bank Transfer,Bob,8,Registered,London,IDF,USA,74,2023-05-16,Silver,Rome
2024-01-08,2025-06-09,London,Standard,Mobile App,4,4192,95,Cancelled,UPI,Dana,4,Registered,New York,NY,UAE,40,2024-05-17,Silver,Sydney
2024-04-21,2026-03-26,Dubai,Standard,Website,3,2407,191,Cancelled,Card,Charlie,13,Registered,Singapore,DXB,UAE,66,2022-04-16,Bronze,Rome
2024-07-13,2025-10-19,Tokyo,Standard,Mobile App,4,1106,190,Cancelled,Card,Bob,12,Registered,New York,SG,UK,35,2023-08-01,Gold,Bangkok
2025-11-12,2025-09-30,Tokyo,Premium,Mobile App,5,4126,126,Pending,Bank Transfer,Bob,7,Registered,New York,SG,UK,35,2023-08-01,Gold,Bangkok
2025-05-28,2026-02-03,Paris,Standard,Website,1,3475,32,Completed,UPI,Alice,14,Registered,Dubai,SG,Singapore,36,2024-07-18,Gold,Sydney
2024-02-23,2026-11-26,London,Premium,Agent,1,2137,111,Cancelled,UPI,Charlie,9,Registered,New York,NY,France,49,2022-08-26,Bronze,Bangkok
2024-09-10,2026-09-25,Paris,Luxury,Agent,2,3713,63,Cancelled,Card,Charlie,13,Registered,London,IDF,UK,52,2024-12-22,Bronze,Rome
2024-07-22,2026-05-01,Tokyo,Luxury,Agent,5,3715,156,Completed,Card,Bob,5,Registered,New York,SG,UAE,40,2023-10-05,Silver,Tokyo
2025-02-14,2025-02-09,London,Standard,Website,4,1283,4,Pending,Card,Alice,2,Registered,Singapore,SG,UAE,33,2024-08-26,Silver,Bangkok
2025-06-21,2025-11-10,Paris,Standard,Mobile App,4,3536,122,Completed,Bank Transfer,Dana,12,Registered,Dubai,,USA,55,2023-05-13,Bronze,Rome
2024-04-22,2025-10-03,London,Premium,Mobile App,4,2692,63,Cancelled,Card,Bob,2,Registered,London,DXB,UAE,74,2024-07-28,Bronze,Rome
2025-11-07,2025-11-26,Paris,Premium,Mobile App,3,627,155,Completed,UPI,Bob,6,Registered,New York,NY,France,33,2023-04-03,Bronze,Tokyo
2024-12-08,2025-11-08,Tokyo,Standard,Agent,1,3178,174,Pending,Card,Charlie,7,Registered,Dubai,NY,Singapore,32,2022-11-02,Silver,Bangkok
2025-08-26,2026-06-26,Bangkok,Premium,Website,3,3160,53,Pending,UPI,Alice,3,Guest,Dubai,NY,USA,48,2024-04-02,Silver,Tokyo
2024-02-12,2026-08-24,Paris,Standard,Agent,4,1185,25,Completed,Bank Transfer,Charlie,6,Registered,London,,Singapore,46,2022-10-15,Silver,Bangkok
2024-07-25,2026-07-01,Paris,Standard,Website,2,4084,107,Pending,Bank Transfer,Charlie,14,Registered,London,NY,France,68,2023-05-03,Gold,Rome
2025-01-09,2026-04-05,Tokyo,Premium,Website,4,3045,107,Pending,Bank Transfer,Alice,4,Registered,Singapore,SG,UK,73,2022-05-23,Silver,Sydney
2024-05-12,2025-10-24,Tokyo,Luxury,Website,2,2445,189,Cancelled,UPI,Alice,4,Registered,Singapore,NY,UK,58,2023-08-12,Bronze,Tokyo
